Name,Type,Mass,error Mass (not used),Teff,error Teff (not used),log(g),error log(g) (not used),log(q),log(Al/Hx),error log(Al/Hx),log(Ti/Hx),error log(Ti/Hx),log(Ca/Hx),error log(Ca/Hx),log(Ni/Hx),error log(Ni/Hx),log(Fe/Hx),error log(Fe/Hx),log(Cr/Hx),error log(Cr/Hx),log(Mg/Hx),error log(Mg/Hx),log(Si/Hx),error log(Si/Hx),log(Na/Hx),error log(Na/Hx),log(O/Hx),error log(O/Hx),log(C/Hx),error log(C/Hx),log(N/Hx),error log(N/Hx),t_Al,t_Ti,t_Ca,t_Ni,t_Fe,t_Cr,t_Mg,t_Si,t_Na,t_O,t_C,t_N
WD1622+587,He,0.491,,18850,,7.8,,0,,,,,-7.682972206,0.2,,,,,,,-6.248484334,0.2,-6.35345252,0.2,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
WD0611-6931Bounds,H,0.702,,17750,,8.14,,0,<-4.8,,<-6.25,,-6.185814805,0.1,,,-3.769590378,0.1,<-4,,-4.671877697,0.1,-4.59577768,0.21,<-4.78,,<-4.07,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SDSSJ0006+2858Bounds,H,0.655,,23921,,8.04,,0,<-5.77,,<-6.4,,-6.170845533,0.1,<-5.19,,<-4.7,,<-5.99,,-4.949937751,0.1,-4.946324022,0.1253353566,<-4.97,,<-4.27,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
NLTT25792,H,0.618,,7903,,8.04,,0,-8.16,0.11,,,-8.07,0.06,,,-7.16,0.04,,,-7.24,0.05,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
G74-7,H,0.572,,7306,,8.06,,0,-8.9,0.2,,,-9.05,0.04,,,-8.03,0.09,,,-7.79,0.06,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
WD1455+298,H,0.589,,7383,,7.97,,0,,,,,-9.51,0.03,,,-8.4,0.08,,,-8.03,0.06,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
WD0354+463,H,0.57,,8240,,7.96,,0,-7.98,0.13,,,-8.2,0.03,,,-7.13,0.11,,,-6.7,0.05,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
WD1257+278,H,0.73,,8609,,8.24,,0,-8.5,0.25,,,-8.38,0.06,,,-7.47,0.09,,,-7.49,0.08,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ0510+2315Photo,H,0.65,,18720,,8.05,,0,,,,,-7.101057198,0.1,,,,,,,-5.449352056,0.1,-5.133374787,0.1976455734,,,-4.422964198,0.1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ0510+2315Spec,H,0.746,,21700,,8.2,,0,,,,,-6.314824132,0.1,,,,,,,-5.234735014,0.1,-5.154189483,0.1800632585,,,-4.234890122,0.1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ0347+1624Photo,H,0.535,,18850,,7.84,,0,,,,,-6.005990557,0.4019677135,,,,,,,-6.045976949,0.1,-5.287220426,0.1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ0347+1624Spec,H,0.686,,21800,,8.1,,0,,,,,-5.69278523,0.1,,,,,,,-5.783900844,0.1,-5.298753106,0.1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
WD1622+587Photo,He,0.555,,20200,,7.92,,0,,,,,-7.207536749,0.3809282088,,,,,,,-5.875907356,0.2794298889,-6.050599623,0.1696719342,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
WD1622+587Spec,He,0.491,,18850,,7.8,,0,,,,,-7.682972206,0.3747175117,,,,,,,-6.248484334,0.3229237587,-6.35345252,0.1919641909,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ2100+2122Photo,H,0.585,,22000,,7.92,,0,,,,,-6.653707419,0.1,,,-5.498296666,0.1,,,-5.347438952,0.1,-5.37540497,0.1253934721,,,-3.86665627,0.1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ2100+2122Spec,H,0.693,,25565,,8.1,,0,,,,,-6.227557574,0.1346596214,,,-4.964138135,0.1,,,-5.080081862,0.1,-5.132757725,0.1244383661,,,-3.647454652,0.1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SDSSJ0006+2858Photo,H,0.556,,22800,,7.86,,0,,,,,-6.323192437,0.1,,,,,,,-5.033218197,0.1,-5.044278553,0.1245596798,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SDSSJ0006+2858Spec,H,0.655,,23900,,8.04,,0,,,,,-6.170845533,0.1,,,,,,,-4.949937751,0.1,-4.946324022,0.1253353566,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ0644-0352Photo,He,0.582,,17000,,7.98,,0,-7.05150656,0.1,-9.135919888,0.1013874955,-7.44378275,0.1778096148,,,-7.089103206,0.1806854343,-8.575300953,0.1205496886,-6.329521311,0.1,-6.300119794,0.1871268238,,,-5.612939465,0.1245484516,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ0644-0352Spec,He,0.704,,18350,,8.18,,0,-6.764300108,0.1,-8.366256826,0.1182567629,-6.739755886,0.1752987077,,,-6.461667739,0.1566925083,-7.811056666,0.1262673555,-5.753617736,0.1523221974,-5.976765033,0.1,,,-5.189926098,0.1375274203,,,,,0,0,0,0,0,0,0,0,0,0,0,0
WD0611-6931Spec,H,0.702,,17750,,8.14,,0,,,,,-6.185814805,0.1,,,-3.769590378,0.1,,,-4.671877697,0.1,-4.59577768,0.21,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ0347+1624SpecSolarMg,H,0.686,,21800,,8.1,,0,,,,,-5.69278523,0.1,,,,,,,-5.3,0.1,-5.298753106,0.1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ0510+2315SpecBounds,H,0.746,,21700,,8.2,,0,<-5.75,,<-5.86,,-6.314824132,0.1,<-3.77,,<-3.49,,<-4.53,,-5.234735014,0.1,-5.154189483,0.1800632585,<-5.44,,-4.234890122,0.1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ0347+1624SpecBounds,H,0.686,,21800,,8.1,,0,<-5.18,,<-6.43,,-5.69278523,0.1,<-4.67,,<-4.48,,<-5.47,,-5.783900844,0.1,-5.298753106,0.1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
WD1622+587SpecBounds,He,0.491,,18850,,7.8,,0,<-6.4,,<-8,,-7.682972206,0.3747175117,<-6.03,,<-6.63,,<-6.93,,-6.248484334,0.3229237587,-6.35345252,0.1919641909,<-6,,<-5.5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ2100+2122SpecBounds,H,0.693,,25565,,8.1,,0,<-6.28,,<-6.69,,-6.227557574,0.1346596214,<-5.11,,-4.964138135,0.1,<-5.78,,-5.080081862,0.1,-5.132757725,0.1244383661,<-5.18,,-3.647454652,0.1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SDSSJ0006+2858SpecBounds,H,0.655,,23900,,8.04,,0,<-5.56,,<-6.3,,-6.170845533,0.1,<-4.99,,<-4.76,,<-5.71,,-4.949937751,0.1,-4.946324022,0.1253353566,<-5.11,,<-4.02,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ0644-0352SpecBounds,He,0.704,,18350,,8.18,,0,-6.764300108,0.1,-8.366256826,0.1182567629,-6.739755886,0.1752987077,<-7.21,,-6.461667739,0.1566925083,-7.811056666,0.1262673555,-5.753617736,0.1523221974,-5.976765033,0.1,<-5.65,,-5.189926098,0.1375274203,,,,,0,0,0,0,0,0,0,0,0,0,0,0
WD0611-6931SpecBounds,H,0.702,,17750,,8.14,,0,<-4.48,,<-5.64,,-6.185814805,0.1,<-3,,-3.769590378,0.1,<-3.5,,-4.671877697,0.1,-4.59577768,0.21,<-3.5,,<-3.3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SDSSJ0006+2858SpecBoundsNoO,H,0.655,,23900,,8.04,,0,<-5.56,,<-6.3,,-6.170845533,0.1,<-4.99,,<-4.76,,<-5.71,,-4.949937751,0.1,-4.946324022,0.1253353566,<-5.11,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ2100+2122SpecBoundsNoO,H,0.693,,25565,,8.1,,0,<-6.28,,<-6.69,,-6.227557574,0.1346596214,<-5.11,,-4.964138135,0.1,<-5.78,,-5.080081862,0.1,-5.132757725,0.1244383661,<-5.18,,<-4.2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
WD0611-6931SpecBoundsNoFe,H,0.702,,17750,,8.14,,0,<-4.48,,<-5.64,,-6.185814805,0.1,<-3,,<-3.77,,<-3.5,,-4.671877697,0.1,-4.59577768,0.21,<-3.5,,<-3.3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SDSSJ0956+5912H21,He,0.59,,8100,,8.02,,0,-6.5,0.1,-8.9,0.2,-7.3,0.05,,,-6.9,0.1,,,-5.5,0.1,-5.7,0.2,-6.8,0.2,-4.1,0.2,<-4.1,,,,0,0,0,0,0,0,0,0,0,0,0,0
SDSSJ1038-0036H21,He,0.61,,7560,,8.06,,0,,,-9.5,0.1,-7.6,0.05,-8.6,0.1,-7.4,0.1,,,-6.6,0.1,-6.4,0.2,-8.7,0.1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SDSSJ1535+1247H21,He,0.61,,5680,,8.06,,0,-8.4,0.4,-10.2,0.3,-8.5,0.05,-8.6,0.2,-7.6,0.1,-9.6,0.3,-6.9,0.1,-6.5,0.3,-8.85,0.05,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ0510+2315SpecMarch,H,0.746,,21700,,8.2,,0,<-5.75,,<-5.86,,-6.314824132,0.1,<-3.77,,<-4.1,,<-4.53,,-5.234735014,0.1,-5.154189483,0.1800632585,<-5.44,,-4.234890122,0.1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ0347+1624SpecMarch,H,0.686,,21800,,8.1,,0,<-5.18,,<-6.43,,-5.69278523,0.1,<-4.67,,<-4.38,,<-5.47,,-5.783900844,0.1,<-5.295,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
WD1622+587SpecMarch,He,0.491,,18850,,7.8,,0,<-6.4,,<-8,,-7.682972206,0.3747175117,<-6.03,,<-6.53,,<-6.93,,-6.248484334,0.3229237587,-6.35345252,0.1919641909,<-6,,<-5.4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ2100+2122SpecMarch,H,0.693,,25565,,8.1,,0,<-6.28,,<-6.69,,-6.227557574,0.1346596214,<-5.11,,-4.964138135,0.1,<-5.78,,-5.080081862,0.1,-5.132757725,0.1244383661,<-5.18,,<-4.1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SDSSJ0006+2858SpecMarch,H,0.655,,23900,,8.04,,0,<-5.56,,<-6.3,,-6.170845533,0.1,<-4.99,,<-4.66,,<-5.71,,-4.949937751,0.1,-4.946324022,0.1253353566,<-5.11,,<-3.92,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
WD0611-6931SpecMarch,H,0.702,,17750,,8.14,,0,<-4.48,,<-5.64,,-6.052907402,0.19,<-3,,-4.24,0.1,<-3.5,,-4.593438849,0.1,-4.687888123,0.1,,,-3.67,0.1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
WD0611-6931SpecMarchSE,H,0.702,,17750,,8.14,,0,<-4.48,,<-5.64,,-6.052907402,0.2,<-3,,-4.24,0.2,<-3.5,,-4.593438849,0.2,-4.687888123,0.2,,,-3.67,0.2,,,,,0,0,0,0,0,0,0,0,0,0,0,0
WD1145+017Budaj,He,0.6,,15000,,8,,0,-6.89,0.2,-8.66,0.2,-7.32,0.2,-7.62,0.2,-5.92,0.2,-8.1,0.2,-6.05,0.2,-5.94,0.2,,,-5.19,0.2,-8.03,0.2,<-8.49,,0,0,0,0,0,0,0,0,0,0,0,0
WD2058+181,H,0.6,,17308,,7.92,,0,,,,,,,,,,,,,,,-7.5,0.1,,,-5.93,0.28,-6.5,0.2,,,0,0,0,0,0,0,0,0,0,0,0,0
WD1647+375,H,0.6,,22803,,7.9,,0,,,,,,,,,,,,,,,-6.2,0.1,,,-4.3,0.25,-5.5,0.2,,,0,0,0,0,0,0,0,0,0,0,0,0
WD1013+256,H,0.6,,22133,,8.02,,0,,,,,,,,,,,,,,,-6.9,0.1,,,-5.3,0.25,-6.4,0.2,,,0,0,0,0,0,0,0,0,0,0,0,0
WD1953–715,H,0.6,,18975,,7.96,,0,,,,,,,,,,,,,,,-6.7,0.1,,,-5.5,0.28,-6.6,0.2,,,0,0,0,0,0,0,0,0,0,0,0,0
WD1943+163,H,0.6,,19451,,7.87,,0,,,,,,,,,,,,,,,-6.8,0.1,,,-5.6,0.28,-6.6,0.2,,,0,0,0,0,0,0,0,0,0,0,0,0
WD0059+257,H,0.6,,20491,,8,,0,,,,,,,,,,,,,,,-6.5,0.1,,,,,<-8.0,,,,0,0,0,0,0,0,0,0,0,0,0,0
SDSSJ0956+5912H21GTC,He,0.59,,8100,,8.02,,0,-6.5,0.1,-8.9,0.2,-7.3,0.05,,,-6.9,0.1,,,-5.5,0.1,-5.7,0.2,-6.8,0.2,-4.6,0.2,<-4.1,,,,0,0,0,0,0,0,0,0,0,0,0,0
J539AcapulcoY02,He,0.6,,7000,,8,,0,-7.216657942,0.01,-8.880391333,0.01,-7.284162087,0.01,-7.474560357,0.01,-6.192683939,0.01,-8.050817538,0.01,-6,0.01,-6.025018216,0.01,-7.379933142,0.01,-5.484776702,0.01,,,,,0,0,0,0,0,0,0,0,0,0,0,0
WD1232+563CorrNo559,He,0.77,,11787,,8.3,,0,<-7.50,,-8.96,0.11,-7.69,0.05,<-7.3,,-6.45,0.11,-8.16,0.07,-6.09,0.05,-6.36,0.13,,,-5.14,0.15,,,,,0,0,0,0,0,0,0,0,0,0,0,0
WDJ2147-4035,He,0.69,,3048,,8.195,,0,,,,,<-13.2,,,,,,,,,,,,-13.1,0.2,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
WDJ1922+0233,He,0.57,,3343,,8,,0,,,,,-13.96,0.2,,,,,,,,,,,<-12.6,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SDSSJ0006+2858PhotoJune,H,0.655,,22837,,7.86,,0,<-5.56,,<-6.3,,-6.32,0.1,<-4.99,,<-4.66,,<-5.71,,-5.03,0.1,-5.04,0.12,<-5.11,,<-3.92,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ0347+1624PhotoJune,H,0.686,,18854,,7.84,,0,<-5.18,,<-6.43,,-6.01,0.4,<-4.67,,<-4.38,,<-5.47,,-6.05,0.1,<-5.3,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ0644-0352PhotoJune,He,0.704,,16999,,7.98,,0,-7.05,0.1,-9.14,0.1,-7.44,0.18,<-7.21,,-7.09,0.18,-8.58,0.12,-6.33,0.1,-6.3,0.19,<-5.65,,-5.61,0.12,,,,,0,0,0,0,0,0,0,0,0,0,0,0
WD1622+587PhotoJune,He,0.491,,20204,,7.92,,0,<-6.4,,<-8.00,,-7.21,0.38,<-6.03,,<-6.53,,<-6.93,,-5.88,0.28,-6.05,0.17,<-6.00,,<-5.4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ2100+2122PhotoJune,H,0.693,,21997,,7.92,,0,<-6.28,,<-6.69,,-6.65,0.1,<-5.11,,-5.5,0.1,<-5.78,,-5.35,0.1,-5.38,0.13,<-5.18,,<-4.1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
WDJ0820+2530,He,0.619,,11900,,8.06,,0,,,-8.6,0.2,-6.8,0.12,,,-6.6,0.2,,,-6.28,0.1,-6.2,0.2,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
PG0843+516GCorrUVOnly,H,0.577,,22412,,7.902,,0,-6.5,0.2,,,,,-6.3,0.3,-4.6,0.2,-5.8,0.3,,,-5.2,0.2,,,-5,0.3,-7.3,0.3,,,0,0,0,0,0,0,0,0,0,0,0,0
PG1015+161CorrUVOnly,H,0.642,,19226,,8.04,,0,,,,,,,,,-5.5,0.3,<-5.8,,,,-6.4,0.2,,,-5.5,0.2,<-8,,,,0,0,0,0,0,0,0,0,0,0,0,0
SDSSJ1228+1040CorrUVOnly,H,0.73,,20900,,8.15,,0,-5.75,0.2,,,,,<-6.5,,-5.2,0.3,<-6.00,,,,-5.2,0.2,,,-4.55,0.2,-7.5,0.2,,,0,0,0,0,0,0,0,0,0,0,0,0
SynthBayesCompMantleIdeal0,H,0.6,,9000,,8,,0,-7.904702755,0.01,-9.613109656,0.01,-8.133911777,0.01,-8.894001187,0.01,-7.620702853,0.01,-9.224665816,0.01,-6.784574363,0.01,-6.890591561,0.01,-8.626184439,0.01,-6.181180803,0.01,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SynthBayesCompMantleIdeal0p1,H,0.6,,9000,,8,,0,-7.904702755,0.1,-9.613109656,0.1,-8.133911777,0.1,-8.894001187,0.1,-7.620702853,0.1,-9.224665816,0.1,-6.784574363,0.1,-6.890591561,0.1,-8.626184439,0.1,-6.181180803,0.1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SynthBayesCompMantleIdeal0p2,H,0.6,,9000,,8,,0,-7.904702755,0.2,-9.613109656,0.2,-8.133911777,0.2,-8.894001187,0.2,-7.620702853,0.2,-9.224665816,0.2,-6.784574363,0.2,-6.890591561,0.2,-8.626184439,0.2,-6.181180803,0.2,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SynthBayesCompMantleIdeal0p3,H,0.6,,9000,,8,,0,-7.904702755,0.3,-9.613109656,0.3,-8.133911777,0.3,-8.894001187,0.3,-7.620702853,0.3,-9.224665816,0.3,-6.784574363,0.3,-6.890591561,0.3,-8.626184439,0.3,-6.181180803,0.3,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SynthBayesCompMantleIdeal0p4,H,0.6,,9000,,8,,0,-7.904702755,0.4,-9.613109656,0.4,-8.133911777,0.4,-8.894001187,0.4,-7.620702853,0.4,-9.224665816,0.4,-6.784574363,0.4,-6.890591561,0.4,-8.626184439,0.4,-6.181180803,0.4,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SynthBayesCompMantleRealistic0,H,0.6,,9000,,8,,0,-7.904702755,0.01,,,-8.133911777,0.01,-8.894001187,0.01,-7.620702853,0.01,,,-6.784574363,0.01,-6.890591561,0.01,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SynthBayesCompMantleRealistic0p1,H,0.6,,9000,,8,,0,-7.904702755,0.1,,,-8.133911777,0.1,-8.894001187,0.1,-7.620702853,0.1,,,-6.784574363,0.1,-6.890591561,0.1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SynthBayesCompMantleRealistic0p2,H,0.6,,9000,,8,,0,-7.904702755,0.2,,,-8.133911777,0.2,-8.894001187,0.2,-7.620702853,0.2,,,-6.784574363,0.2,-6.890591561,0.2,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SynthBayesCompMantleRealistic0p3,H,0.6,,9000,,8,,0,-7.904702755,0.3,,,-8.133911777,0.3,-8.894001187,0.3,-7.620702853,0.3,,,-6.784574363,0.3,-6.890591561,0.3,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SynthBayesCompMantleRealistic0p4,H,0.6,,9000,,8,,0,-7.904702755,0.4,,,-8.133911777,0.4,-8.894001187,0.4,-7.620702853,0.4,,,-6.784574363,0.4,-6.890591561,0.4,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SynthBayesCompCoreIdeal0,H,0.6,,9000,,8,,0,-8.259652103,0.01,-9.968059004,0.01,-8.488861125,0.01,-7.554333862,0.01,-6.372866918,0.01,-8.304794697,0.01,-7.139523711,0.01,-6.769646858,0.01,-8.981133787,0.01,-6.536130151,0.01,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SynthBayesCompCoreIdeal0p1,H,0.6,,9000,,8,,0,-8.259652103,0.1,-9.968059004,0.1,-8.488861125,0.1,-7.554333862,0.1,-6.372866918,0.1,-8.304794697,0.1,-7.139523711,0.1,-6.769646858,0.1,-8.981133787,0.1,-6.536130151,0.1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SynthBayesCompCoreIdeal0p2,H,0.6,,9000,,8,,0,-8.259652103,0.2,-9.968059004,0.2,-8.488861125,0.2,-7.554333862,0.2,-6.372866918,0.2,-8.304794697,0.2,-7.139523711,0.2,-6.769646858,0.2,-8.981133787,0.2,-6.536130151,0.2,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SynthBayesCompCoreIdeal0p3,H,0.6,,9000,,8,,0,-8.259652103,0.3,-9.968059004,0.3,-8.488861125,0.3,-7.554333862,0.3,-6.372866918,0.3,-8.304794697,0.3,-7.139523711,0.3,-6.769646858,0.3,-8.981133787,0.3,-6.536130151,0.3,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SynthBayesCompCoreIdeal0p4,H,0.6,,9000,,8,,0,-8.259652103,0.4,-9.968059004,0.4,-8.488861125,0.4,-7.554333862,0.4,-6.372866918,0.4,-8.304794697,0.4,-7.139523711,0.4,-6.769646858,0.4,-8.981133787,0.4,-6.536130151,0.4,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SynthBayesCompCoreRealistic0,H,0.6,,9000,,8,,0,-8.259652103,0.01,,,-8.488861125,0.01,-7.554333862,0.01,-6.372866918,0.01,-8.304794697,0.01,-7.139523711,0.01,-6.769646858,0.01,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SynthBayesCompCoreRealistic0p1,H,0.6,,9000,,8,,0,-8.259652103,0.1,,,-8.488861125,0.1,-7.554333862,0.1,-6.372866918,0.1,-8.304794697,0.1,-7.139523711,0.1,-6.769646858,0.1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SynthBayesCompCoreRealistic0p2,H,0.6,,9000,,8,,0,-8.259652103,0.2,,,-8.488861125,0.2,-7.554333862,0.2,-6.372866918,0.2,-8.304794697,0.2,-7.139523711,0.2,-6.769646858,0.2,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SynthBayesCompCoreRealistic0p3,H,0.6,,9000,,8,,0,-8.259652103,0.3,,,-8.488861125,0.3,-7.554333862,0.3,-6.372866918,0.3,-8.304794697,0.3,-7.139523711,0.3,-6.769646858,0.3,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SynthBayesCompCoreRealistic0p4,H,0.6,,9000,,8,,0,-8.259652103,0.4,,,-8.488861125,0.4,-7.554333862,0.4,-6.372866918,0.4,-8.304794697,0.4,-7.139523711,0.4,-6.769646858,0.4,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SynthEarthDAfcf0,H,0.6,,20000,,8,,0,-5.573155832,0.05,-7.350394587,0.05,-5.897563412,0.05,-7.30925018,0.05,-5.804064617,0.05,-7.044742967,0.05,-4.501837353,0.05,-4.701852045,0.05,-6.886856234,0.05,-4.368396789,0.05,-9.727532923,0.05,-8.279057933,0.05,0,0,0,0,0,0,0,0,0,0,0,0
SynthEarthDAfcf0Solar,H,0.6,,20000,,8,,0,-5.573155832,0.05,-7.350394587,0.05,-5.897563412,0.05,-7.30925018,0.05,-5.804064617,0.05,-7.044742967,0.05,-4.501837353,0.05,-4.701852045,0.05,-6.886856234,0.05,-4.368396789,0.05,-9.727532923,0.05,-8.279057933,0.05,0,0,0,0,0,0,0,0,0,0,0,0
RealEarthMantleDASolar,H,0.6,,20000,,8,,0,-5.585160326,0.05,-7.364757644,0.05,-5.909489577,0.05,-7.643222651,0.05,-5.921641229,0.05,-7.135721114,0.05,-4.512116379,0.05,-4.691330758,0.05,-6.900843552,0.05,-4.36072212,0.05,-7.699374046,0.05,,,0,0,0,0,0,0,0,0,0,0,0,0
J539AcapulcoY02DASolar,H,0.6,,20000,,8,,0,-5.832136421,0.05,-7.731869812,0.05,-6.084640566,0.05,-6.454038836,0.05,-5.135162418,0.05,-6.955296017,0.05,-4.576478479,0.05,-4.678496695,0.05,-6.433411621,0.05,-4.376255181,0.05,,,,,0,0,0,0,0,0,0,0,0,0,0,0
G238-44,H,0.597,,20546,,7.95,,0,-7.23,0.11,<-7.34,,-6.75,0.11,<-6.66,,-5.88,0.16,<-7.51,,-5.66,0.12,-6.4,0.18,,,-5.56,0.1,-5.99,0.13,-6.83,0.1,0,0,0,0,0,0,0,0,0,0,0,0
G238-44CN,H,0.597,,20546,,7.95,,0,-7.23,0.11,<-7.35,,-6.75,0.11,<-6.67,,-5.88,0.16,<-7.52,,-5.66,0.12,-6.4,0.18,,,-5.56,0.1,-5.99,0.13,-6.83,0.1,0,0,0,0,0,0,0,0,0,0,0,0
G238-44Slow,H,0.597,,20546,,7.95,,0,-7.23,0.11,<-7.35,,-6.75,0.11,<-6.67,,-5.88,0.16,<-7.52,,-5.66,0.12,-6.4,0.18,,,-5.56,0.1,-5.99,0.13,-6.83,0.1,13753080.97,8875646.566,11035702.9,8002026.771,8102144.79,8448896.695,15289736.47,14118871.97,15024499.03,20407979.06,24322040.09,22100393.17
G238-44CNSlow,H,0.597,,20546,,7.95,,0,-7.23,0.11,<-7.35,,-6.75,0.11,<-6.67,,-5.88,0.16,<-7.52,,-5.66,0.12,-6.4,0.18,,,-5.56,0.1,-5.99,0.13,-6.83,0.1,13753080.97,8875646.566,11035702.9,8002026.771,8102144.79,8448896.695,15289736.47,14118871.97,15024499.03,20407979.06,24322040.09,22100393.17
GD16,He,0.6,,11500,,8,,0,,,,,-8.7,0.2,,,-7.7,0.3,,,-7.22,0.2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GD133,H,0.66,,12600,,8.1,,0,<-5.7,,<-8,,-7.21,0.13,<-7,,<-5.9,,<-6.8,,-6.5,0.4,-6.6,0.13,<-6.3,,-6,0.11,<-7.9,,<-5.8,,0,0,0,0,0,0,0,0,0,0,0,0
HE1349-2305,He,0.673,,18173,,8.13,,0,,,,,-7.4,0.2,,,<-5.9,,,,-6.5,0.2,-7,0.2,,,<-5.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
GaiaJ0218+3625,He,0.6,,14700,,7.86,,0,-7.3,0.2,-9.43,0.15,-7.81,0.21,,,-6.85,0.15,-8.68,0.15,-6.64,0.15,-6.5,0.15,-7.11,0.15,-5.53,0.15,,,,,0,0,0,0,0,0,0,0,0,0,0,0
WD1244+498,He,0.6,,15150,,7.97,,0,,,-9.34,0.15,-7.79,0.17,,,-6.58,0.15,-8.78,0.16,-6.79,0.15,-6.92,0.15,,,-5.77,0.15,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SDSSJ1248+1005,He,0.6,,15180,,8.11,,0,,,-8.8,0.15,-7.22,0.17,,,-6.63,0.15,-8.41,0.15,-6.4,0.15,-6.65,0.15,,,-5.44,0.15,,,,,0,0,0,0,0,0,0,0,0,0,0,0
WD1415+234,He,0.6,,17300,,8.17,,0,,,,,-7.4,0.15,,,-5.89,0.15,-7.81,0.15,-5.82,0.17,-6.25,0.18,,,-5.59,0.15,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SDSSJ1734+6052,He,0.6,,16340,,8.04,,0,,,,,-7.83,0.17,,,-6.85,0.15,,,-6.62,0.15,-6.93,0.15,,,-5.93,0.15,,,,,0,0,0,0,0,0,0,0,0,0,0,0
