Name,Type,Mass,error Mass (not used),Teff,error Teff (not used),log(g),error log(g) (not used),log(q),log(Al/Hx),error log(Al/Hx),log(Ti/Hx),error log(Ti/Hx),log(Ca/Hx),error log(Ca/Hx),log(Ni/Hx),error log(Ni/Hx),log(Fe/Hx),error log(Fe/Hx),log(Cr/Hx),error log(Cr/Hx),log(Mg/Hx),error log(Mg/Hx),log(Si/Hx),error log(Si/Hx),log(Na/Hx),error log(Na/Hx),log(O/Hx),error log(O/Hx),log(C/Hx),error log(C/Hx),log(N/Hx),error log(N/Hx),t_Al,t_Ti,t_Ca,t_Ni,t_Fe,t_Cr,t_Mg,t_Si,t_Na,t_O,t_C,t_N
SDSSJ0002+3209,He,0.737,,6466,,8.257,,-5.65959127,,,,,-9.1,0.2,,,-7.9,0.2,,,-7.4,0.2,,,,,,,,,,,637848.2049,374381.8152,467636.4813,322193.2102,331113.7257,350193.7445,719640.4154,642245.6118,723002.1421,1059518.203,1363888.238,1190332.754
SDSSJ0004+0819,He,0.6,,5843,,8,,-5.0969992,,,,,-8.8,0.2,,,-7.6,0.4,,,-7.2,0.2,,,,,,,,,,,2280228.66,1343143.455,1682373.427,1159488.378,1190952.389,1258619.338,2571011.386,2296821.263,2578429.136,3763667.077,4828541.851,4225121.478
SDSSJ0006+0520,He,0.478,,5783,,7.839,,-4.436313184,,,,,-9.8,0.2,,,-9.6,0.3,,,-8.6,0.5,,,,,,,,,,,9824648.341,5678442.201,7226320.337,4901691.897,5026140.382,5308908.125,11173766.96,9973532.665,11140154.31,16596542.13,21428728.85,18666977.74
SDSSJ0010-0430,He,0.651,,6903,,8.122,,-5.329306624,,,,,-8.5,0.1,,,-7,0.1,,,-6.7,0.1,,,,,,,,,,,1281657.549,771891.0405,960408.5109,671263.9806,687672.004,724549.3981,1439328.749,1293588.065,1440867.349,2065323.088,2612249.508,2303307.915
SDSSJ0013+1109,He,0.6,,6090,,8,,-4.9724,,,,,-9.2,0.4,,,-8,0.5,,,-7.5,0.4,,,,,,,,,,,2956105.98,1733005.735,2179636.139,1497614.375,1536031.068,1623304.528,3339919.505,2983293.624,3344845.02,4902301.301,6296453.494,5500979.164
SDSSJ0019+2209,He,0.365,,5797,,7.608,,-3.811352595,,,,,-9.7,0.2,,,-8.5,0.2,,,-8.4,0.2,,,-9.78,0.153179119,,,,,,,38401986.98,22475454.35,28686111.36,19557979.82,19992158.21,21073720.2,43658868.9,39190514.63,43264953.05,64047428.27,81706855.32,71679209.9
SDSSJ0044+0418,He,0.711,,6104,,8.22,,-5.462562624,,,,,-9.8,0.1,,,-8.4,0.2,,,-8.3,0.3,,,,,,,,,,,1007020.557,577785.0973,729720.8175,494876.8656,509099.1454,539551.3307,1142927.515,1014085.769,1148494.099,1710894.255,2229005.643,1932845.409
SDSSJ0046+2717,He,0.879,,8053,,8.465,,-6.35840496,,,,,-7.2,0.2,,,-6.3,0.3,,,-5.4,0.2,,,,,,,,,,,127661.3098,78943.61758,96746.13322,68957.05477,70698.30864,74326.18192,142161.3752,128408.9882,142902.6308,199890.1639,249605.9927,221402.4875
SDSSJ0047+1628,He,0.6,,6300,,8,,-5.1892,,,,,-8,0.2,,,-6.7,0.2,,,-6.8,0.2,,,-8.98,0.171579321,,,,,,,1803848.252,1092949.259,1354565.468,950604.7937,974540.7418,1027069.896,2020226.204,1817188.585,2023951.028,2889348.982,3644181.508,3212180.934
SDSSJ0052+1846,He,0.6,,5305,,8,,-5.12986,,,,,-9,0.3,,,-7.5,0.3,,,-7.1,0.2,,,,,,,,,,,2186351.576,1265843.454,1589132.099,1085425.449,1117840.911,1181952.436,2475825.319,2197556.248,2491724.371,3681798.361,4782114.826,4157574.116
SDSSJ0053+3115,He,0.6,,6548,,8,,-4.984312,,,,,-8.8,0.5,,,-7.6,0.5,,,-7.6,0.5,,,,,,,,,,,2786850.04,1665761.422,2083592.57,1448814.554,1482955.093,1563193.714,3138438.336,2819868.135,3137051.15,4535788.546,5749906.73,5059849.507
SDSSJ0056+2453,He,0.6,,5061,,8,,-4.8633392,,,,,-10.2,0.5,,,-9.1,0.5,,,-9,0.5,,,,,,,,,,,4002697.777,2231951.74,2855869.774,1899443.589,1956061.026,2076741.301,4577268.62,4040642.244,4593130.661,7028690.175,9293651.865,7993334.731
SDSSJ0108-0537,He,0.241,,6250,,7.256,,-3.006728,,,,,-8.5,0.3,,,-7.9,0.3,,,-8.2,0.3,,,,,,,,,,,210975487.9,130350289.5,164840529.2,116149140.4,118042935.2,123612958.3,237264083.1,216850286.4,234034562.9,331399615.3,405038214.6,364250368.7
SDSSJ0114+3505,He,0.6,,6209,,8,,-5.1246912,,,,,-8.4,0.1,,,-7.1,0.1,,,-7,0.1,,,,,,,,,,,2085362.694,1249837.641,1554478.787,1085731.405,1113582.507,1174501.566,2343935.194,2100452.187,2349338.523,3377853.422,4289125.955,3770550.832
SDSSJ0116+2050,He,0.6,,6245,,8,,-5.033956,,,,,-8.8,0.1,-8.9,0.2236067977,-7.6,0.1,,,-7.4,0.1,,,-9.28,0.083571324,,,,,,,2550468.711,1515542.082,1894035,1313288.073,1346976.441,1422223.99,2876179.589,2575158.708,2878909.415,4171267.1,5322258.938,4665390.493
SDSSJ0117+0021,He,0.608,,6994,,8.052,,-5.063963827,,,,,-8.8,0.1,,,-7.6,0.1,,,-7.2,0.1,,,,,,,,,,,2285921.835,1374003.301,1718118.726,1197642.979,1226167.421,1290530.792,2571278.812,2312706.793,2566311.535,3695111.699,4665633.055,4113290.438
SDSSJ0126+2534,He,0.87,,5588,,8.456,,-6.272493952,,,,,-9.5,0.3,,,-8.3,0.5,,,-8.3,0.5,,,,,,,,,,,172347.146,97866.9595,122658.6126,83061.93573,85770.92544,91137.69658,195485.2743,172159.9374,198015.9146,296402.6267,390786.9892,336737.9751
SDSSJ0135+1302,He,0.633,,6013,,8.097,,-5.256214048,,,,,-9.2,0.1,,,-8.1,0.3,,,-7.9,0.2,,,,,,,,,,,1589929.165,927262.0171,1164649.569,798506.98,820416.7921,867364.906,1796460.054,1600639.628,1803689.349,2651347.463,3420847.712,2982570.008
SDSSJ0143+0113,He,0.687,,7229,,8.178,,-5.491568992,,,,,-8.2,0.1,,,-7,0.1,,,-6.6,0.1,,,,,,,,,,,882941.8635,536260.9653,665478.1858,467772.3087,479162.3661,504416.0192,989391.0868,890993.4447,989843.7016,1409619.257,1773537.194,1567675.552
SDSSJ0144+1920,He,0.5,,6024,,7.877,,-4.743570944,,,,,-8.7,0.2,,,-7.6,0.2,,,-7.3,0.2,,,-8.38,0.178531454,,,,,,,4875336.845,2904021.499,3636397.901,2524365.988,2585908.109,2728258.901,5494098.908,4926598.982,5490968.274,7947916.679,10102312.83,8882313.012
SDSSJ0144+0305,He,0.6,,6753,,8,,-5.0480624,,,,,-8.3,0.3,,,-7.2,0.3,,,-7.1,0.3,,,,,,,,,,,2392376.898,1450285.818,1804060.925,1265510.055,1294987.57,1364123.215,2685482.954,2417878.091,2681775.384,3823095.969,4814890.335,4255968.452
SDSSJ0148-0112,He,0.6,,6760,,8,,-4.91272,,,,,-9,0.2,,,-7.9,0.5,,,-7.3,0.3,,,,,,,,,,,3214548.629,1923800.353,2411015.487,1672014.348,1714746.796,1803848.252,3623431.037,3259267.454,3614764.429,5236486.642,6636819.402,5834451.043
SDSSJ0150+1354,He,0.741,,6953,,8.262,,-5.87307079,,,,,-7.7,0.2,,,-6.8,0.2,,,-6,0.1,,,-8,0.3605551275,,,,,,,389311.4449,237199.3971,292324.7459,206255.812,211657.2607,222879.9467,435053.3993,391314.5274,436922.6477,619745.464,780681.6497,689721.8595
SDSSJ0158-0942,He,0.567,,6115,,7.99,,-4.80079504,,,,,-9.9,0.2,,,-8.8,0.5,,,-8.7,0.5,,,,,,,,,,,4330031.343,2500548.947,3176489.031,2156461.753,2211500.49,2339243.115,4921426.914,4383856.403,4917122.636,7308148.44,9447233.291,8230394.266
SDSSJ0201+2015,He,0.63,,6250,,8.091,,-5.245892,,,,,-9,0.2,,,-8,0.2,,,-7.3,0.2,,,,,,,,,,,1603348.759,945305.0979,1182616.68,815605.2263,837228.4929,885539.6266,1809939.258,1617841.606,1814495.937,2647573.344,3395783.549,2968766.222
SDSSJ0208-0542,He,0.6,,6085,,8,,-5.187304,,,,,-8.2,0.3,,,-7.1,0.3,,,-7.2,0.3,,,,,,,,,,,1837773.564,1104007.44,1370995.407,958755.7907,983349.7235,1037461.526,2064201.076,1851637.638,2068959.55,2970817.681,3770474.431,3313874.064
SDSSJ0234-0510,He,0.6,,6601,,8,,-5.036032,,,,,-8.5,0.2,,,-7.3,0.2,,,-6.9,0.2,,,,,,,,,,,2483933.702,1496056.516,1866156.234,1303010.754,1333361.773,1405879.182,2793444.196,2512696.299,2790846.819,4008002.65,5064353.354,4466095.443
SDSSJ0252-0401,He,0.53,,6773,,7.924,,-4.717224102,,,,,-8.9,0.1,,,-8,0.2,,,-6.8,0.1,,,-8.4,0.2236067977,,,,,,,4924791.04,2961893.335,3713496.352,2583158.259,2645763.617,2782247.802,5548421.015,4998316.767,5526622.999,7966005.611,10049318.43,8861396.766
SDSSJ0252+0054,He,0.596,,7478,,8.031,,-4.984492,,,,,-8.5,0.2,,,-7.2,0.2,,,-7.1,0.2,,,-7.98,0.159896394,,,,,,,2620948.745,1601298.703,1992624.382,1403102.634,1435940.193,1507816.016,2939987.203,2655892.717,2928986.972,4161544.357,5199641.963,4610144.393
SDSSJ0447+1124,He,0.492,,6966,,7.858,,-4.487924992,,,,,-9,0.3,,,-7.7,0.3,,,-7.3,0.3,,,,,,,,,,,8111016.11,4888901.237,6154762.004,4287570.4,4378128.579,4604805.214,9142716.726,8254713.717,9069524.368,13059882.33,16382163.8,14502070.63
SDSSJ0721+3928,He,0.296,,6022,,7.433,,-3.376756301,,,,,-9.3,0.2,,,-8.4,0.2,,,-7.7,0.2,,,,,,,,,,,96401557.64,57684761.43,73438976.84,50779456.85,51652879.17,54311752.63,109239046.5,98628380.23,107767026.7,156533772.2,196287232.2,174017724.3
SDSSJ0736+4118,He,0.711,,5010,,8.222,,-5.9273424,,,,,-8.5,0.3,,,-7.3,0.3,-8.8,0.4242640687,-7.3,0.3,,,-9.68,0.116842217,,,,,,,382714.1856,220970.8773,275140.524,188624.9076,194736.3564,206275.211,432353.5607,382066.1481,438137.6353,646110.1446,844847.9605,731210.7372
SDSSJ0739+3112,He,0.6,,5221,,8,,-5.0928888,,,,,-9.2,0.4,,,-8,0.5,,,-7.9,0.5,,,,,,,,,,,2390482.672,1373212.032,1729752.632,1175497.203,1210230.239,1281556.035,2709767.315,2403472.736,2726766.815,4057267.106,5287685.301,4589333.306
SDSSJ0741+3146,He,0.701,,5974,,8.205,,-5.61091872,,,,,-9,0.2,-8.3,0.3605551275,-7.5,0.2,-9,0.3605551275,-7.6,0.2,,,,,,,,,,,730080.4515,426203.9202,533307.1914,365847.4228,376667.9947,398147.5063,824535.6543,733610.3333,829726.0397,1218140.661,1574655.085,1372275.912
SDSSJ0744+4649,He,0.602,,4861,,8.052,,-5.501029318,,,-9.2,0.1414213562,-8.3,0.1,,,-7.6,0.2,,,-7.6,0.2,,,-8.4,0.2236067977,,,,,,,992265.689,576071.8233,717701.4664,492434.6832,507742.1817,538016.7957,1119571.498,992329.6648,1132281.587,1664915.458,2164504.961,1879161.844
SDSSJ0744+4408,He,0.6,,6612,,8,,-5.014232,,,,,-8.6,0.2,,,-7.5,0.2,,,-7.4,0.2,,,,,,,,,,,2602871.931,1564726.364,1953612.386,1362192.234,1394209.379,1469732.846,2928551.057,2633555.044,2925531.644,4209188.741,5322925.649,4691468.449
SDSSJ0744+2701,He,0.676,,7829,,8.16,,-5.414024512,,,,,-7.8,0.2,,,-7,0.2,,,-6.7,0.2,,,,,,,,,,,1015033.968,627288.1335,775568.7826,550884.8539,563033.2981,591388.0927,1134039.861,1027167.978,1132042.72,1590484.613,1975210.893,1758302.008
SDSSJ0744+1640,He,0.515,,4703,,7.91,,-4.61664512,,,,,-10.3,0.3,,,-9.1,0.5,,,-9.1,0.5,,,,,,,,,,,7043960.242,3890609.402,5000777.179,3305479.225,3403687.126,3618034.502,8092534.806,7118649.858,8102840.908,12520356.76,16631725.63,14280040.53
SDSSJ0758+1013,He,0.6,,5585,,8,,-5.20342,,,,,-8.5,0.2,,,-7.1,0.2,,,-7,0.2,,,-8.58,0.320465772,,,,,,,1828858.057,1079443.71,1348528.098,931536.7652,957634.977,1012045.411,2059870.889,1841535.096,2072526.06,3014116.261,3867942.417,3387037.461
SDSSJ0800+2242,He,0.6,,6049,,8,,-4.8358688,,,,,-9.9,0.3,,,-8.7,0.5,,,-8.7,0.5,,,,,,,,,,,4029485.525,2321868.395,2950399.325,2000757.253,2052080.531,2171888.871,4579832.556,4076107.226,4579874.738,6815548.302,8824879.825,7678238.536
SDSSJ0806+3055,He,0.6,,7017,,8,,-5.0747168,,,,,-7.9,0.3,,,-7,0.3,-8.6,0.242739148,-6.8,0.2,,,,,,,,,,,2224370.875,1365448.108,1693071.113,1197686.626,1225430.823,1286302.756,2488820.641,2250127.876,2487051.624,3514121.718,4378736.385,3888688.896
SDSSJ0807+4930,He,0.574,,5172,,8.005,,-5.32220752,,,,,-8.3,0.2,,,-7.2,0.2,,,-6.8,0.2,,,-9.18,0.305297291,,,,,,,1442440.753,847029.4843,1054368.173,727690.203,748434.3783,792294.2936,1627101.06,1447025.845,1639760,2392457.81,3085661.544,2690238.503
SDSSJ0816+2330,He,0.6,,7642,,8,,-5.0185664,,,,,-7.6,0.3,,,-6.5,0.3,,,-6,0.3,,,,,,,,,,,2444547.047,1522419.717,1883364.587,1342463.232,1369412.854,1437256.892,2731482.359,2481797.827,2718932.337,3796910.848,4684836.083,4188537.422
SDSSJ0818+1247,He,0.6,,6895,,8,,-4.89544,,,,,-9,0.3,,,-7.8,0.4,,,-7.2,0.3,,,,,,,,,,,3328434.386,1994435.519,2502649.326,1737720.802,1779918.02,1872405.896,3751802.773,3374737.52,3738178.196,5408539.427,6837856.777,6018662.629
SDSSJ0830-0319,He,0.428,,6424,,7.736,,-4.148665318,,,,,-9.4,0.1,,,-8.2,0.1,,,-8.2,0.1,,,,,,,,,,,17672954.46,10496780.49,13307833.35,9177308.978,9375765.143,9863288.455,19997235.37,17999487.28,19826459.1,28893393.59,36530696.99,32190902.92
SDSSJ0838+2322,He,0.727,,6048,,8.244,,-5.535182298,,,,,-9.8,0.2,,,-8.7,0.5,,,-8.6,0.5,,,,,,,,,,,860845.6444,492716.7046,622200.1141,421532.9859,433745.9605,459934.7708,977266.1388,866269.1557,982562.6316,1465564.86,1913044.371,1657172.844
SDSSJ0842+1406,He,0.567,,7075,,7.985,,-4.93101,,,,,-8.4,0.1,,,-7.4,0.1,,,-7.2,0.1,,,,,,,,,,,3031712.4,1845272.035,2297415.781,1615100.68,1651406.539,1736344.917,3400071.109,3069624.129,3389736.97,4829693.827,6046276.446,5359447.241
SDSSJ0842+1536,He,0.823,,5966,,8.385,,-5.945837664,,,,,-9.8,0.4,,,-8.6,0.2,,,-8.5,0.2,,,,,,,,,,,348154.2074,198097.798,249670.5006,168796.9799,174046.8662,184706.5124,395102.8915,349315.7825,398817.5599,596757.5469,783690.9507,676595.0747
SDSSJ0843+5614,He,0.761,,6624,,8.292,,-5.816548288,,,,,-8.7,0.2,,,-7.5,0.2,,,-6.9,0.2,,,-8.28,0.159019155,,,,,,,446903.9915,264922.3693,329759.3901,228600.0057,234943.4287,248189.2114,502898.2246,449514.3545,505962.7011,733632.6149,939051.8262,822336.4895
SDSSJ0851+1543,He,0.649,,6284,,8.12,,-5.406660544,,,,,-8.6,0.1,,,-8.2,0.2,,,-7.4,0.2,,,,,,,,,,,1118755.295,664898.4614,828261.8918,575457.4912,590775.5702,623843.0311,1258997.767,1125407.383,1264187.023,1828823.965,2335193.193,2047367.967
SDSSJ0852+3402,He,0.425,,4806,,7.743,,-4.200039117,,,,,-10.1,0.3,,,-8.9,0.5,,,-8.9,0.5,,,,,,,,,,,17618221.56,9852491.462,12676988.68,8427623.766,8661810.632,9178965.163,20190574.89,17874285.27,20159765.91,30857026.05,40625791.04,35065746.17
SDSSJ0901+0752,He,0.57,,7263,,7.989,,-5.147435338,,,-8.77,0.137344195,-7.1,0.2,,,-6.1,0.2,-8.05,0.137344195,-5.8,0.2,,,-7.68,0.10659938,,,,,,,1889264.113,1182308.598,1455411.176,1041633.282,1063801.132,1116386.607,2101370.434,1911426.953,2099564.631,2915719.26,3589755.798,3211988.162
SDSSJ0906+1141,He,0.6,,6556,,8,,-5.043592,,,,,-8.5,0.2,,,-7.3,0.2,,,-6.9,0.2,,,,,,,,,,,2448161.14,1473289.182,1837756.638,1283181.235,1313070.366,1384484.188,2753214.195,2476509.51,2751794.511,3955195.91,4999700.623,4407253.182
SDSSJ0908+5136,He,0.447,,5779,,7.78,,-4.209407456,,,,,-10.1,0.3,,,-9,0.3,,,-8.9,0.3,,,,,,,,,,,16248318.22,9343266.833,11962290.26,8073747.592,8265760.472,8736067.239,18534733.08,16544300.74,18414823.13,27608215.48,35687024.25,31071508.32
SDSSJ0908+4119,He,0.6,,6746,,8,,-4.97284,,,,,-8.7,0.3,,,-7.1,0.3,,,-6.8,0.2,,,,,,,,,,,2828035.13,1701556.6,2126407.033,1480629.507,1516491.568,1597520.353,3183353.001,2863376.129,3176148.503,4570107.333,5777532.538,5092520.665
SDSSJ0913+2627,He,0.6,,5252,,8.161,,-5.422397549,,,,,-9.7,0.3,,,-8.5,0.4,,,-8.5,0.5,,,,,,,,,,,1150593.408,650147.3861,822098.4338,553443.3716,570134.7727,605655.1588,1308343.803,1156218.252,1319441.046,1990100.555,2618150.946,2258988.978
SDSSJ0913+4127,He,0.6,,6010,,8,,-5.113456,,,,,-8.6,0.3,,,-7.4,0.5,,,-7.3,0.3,,,,,,,,,,,2170501.049,1289579.142,1610675.305,1117583.548,1146251.719,1211289.632,2446448.061,2189495.213,2452042.538,3551795.887,4537075.434,3977479.958
SDSSJ0916+2540,He,0.612,,5497,,8.066,,-5.623106176,,,-8.77,0.116066744,-7.5,0.2,,,-7.2,0.2,-8.92,0.116066744,-6.5,0.2,,,-9.34,0.07727541,,,,,,,731870.065,439891.0764,543347.8889,380663.426,391566.1599,413116.2896,819289.0529,734334.5872,825994.4933,1181751.015,1505240.809,1321496.399
SDSSJ0924+4301,He,0.6,,5500,,8,,-4.8248,,,,,-10.2,0.4,,,-9,0.5,,,-9,0.5,,,,,,,,,,,4273660.315,2414348.73,3083187.95,2062528.698,2120313.117,2248019.116,4882025.011,4323146.969,4888774.439,7409689.339,9705099.672,8398466.612
SDSSJ0925+3130,He,0.6,,6050,,8,,-5.10728,,,,,-8.6,0.2,,,-7.6,0.2,,,-7.4,0.2,,,,,,,,,,,2193814.992,1304487.735,1628695.888,1130836.975,1159845.121,1225293.134,2472179.495,2212687.08,2477650.247,3586245.365,4578044.396,4014578.921
SDSSJ0929+4247,He,0.489,,6676,,7.853,,-4.643074029,,,,,-8.3,0.2,,,-7.1,0.2,-8.85,0.178530146,-6.5,0.2,,,,,,,,,,,5823712.707,3549456.954,4425255.222,3110683.924,3178834.259,3341454.502,6540026.294,5902514.932,6513516.439,9267757.792,11591239.9,10279801.37
SDSSJ0933+6334,He,0.6,,6337,,8,,-5.0611576,,,,,-8.6,0.3,,,-7,0.3,,,-7,0.3,,,,,,,,,,,2381924.547,1424373.877,1776243.084,1237774.696,1268509.138,1337901.067,2680762.872,2403725.109,2683984.479,3869994.965,4915240.811,4320782.447
SDSSJ0937+5228,He,0.585,,6660,,8.015,,-5.0877744,,,,,-8.4,0.1,,,-7.4,0.2,,,-6.9,0.1,,,,,,,,,,,2208466.826,1333435.951,1660972.951,1161773.858,1189079.468,1253257.061,2481753.026,2232394.172,2479856.554,3550410.424,4482069.226,3955404.288
SDSSJ0939+4136,He,0.848,,6321,,8.422,,-6.374296864,,,,,-8.1,0.2,,,-6.6,0.2,-8.35,0.200504435,-6.8,0.2,,,-8.38,0.180837021,,,,,,,132965.6465,79153.78607,97775.12305,68140.14993,70160.24304,74188.07337,149220.8415,133148.5658,150732.008,217240.6888,278581.5633,243635.4965
SDSSJ0939+5019,He,0.536,,6030,,7.939,,-4.981686848,,,,,-8.4,0.2,,,-7,0.2,-8.85,0.211699861,-6.7,0.2,,,,,,,,,,,2887822.288,1729160.332,2155156.993,1502689.044,1540266.394,1625757.776,3250008.853,2914875.219,3253623.259,4684530.943,5951221.463,5232119.228
SDSSJ0946+2024,He,0.6,,7540,,8,,-4.96444,,,,,-8,0.2,,,-6.9,0.2,,,-6.5,0.2,,,,,,,,,,,2743342.3,1692777.976,2101841.68,1488538.254,1522649.696,1598085.459,3071001.298,2782530.926,3056891.329,4296551.285,5330893.422,4752914.48
SDSSJ0948+3008,He,0.228,,6284,,7.21,,-2.757494016,,,,,-9.1,0.2,,,-8.1,0.2,,,-7.9,0.2,,,,,,,,,,,365502621.3,222764615.7,283862422,198501550.8,201327916.9,210530710.4,413030093.8,375581555.3,404086643.8,579536380.4,713645441.5,640658357.5
SDSSJ0956+5912,He,0.683,,8843,,8.168,,-5.421910131,,,,,-7.1,0.1,,,-6.2,0.1,,,-5.2,0.1,,,-6.4,0.1414213562,,,,,,,969068.0714,612421.8474,754300.2798,542938.0415,553355.5564,579667.131,1077434.982,982391.6716,1070742.584,1477463.198,1801115.12,1618215.172
SDSSJ1005+2244,He,0.6,,6165,,8,,-4.98224,,,,,-9.1,0.4,,,-7.8,0.5,,,-7.9,0.5,,,,,,,,,,,2880580.391,1696133.375,2129766.541,1466425.486,1504042.125,1589498.052,3253928.457,2909832.566,3256476.886,4757294.092,6097727.326,5332121.047
SDSSJ1006+1752,He,0.731,,5605,,8.251,,-5.67761032,,,,,-9.5,0.5,,,-8.3,0.5,,,-8.3,0.5,,,,,,,,,,,642041.8833,366767.9349,461723.182,312767.5441,322703.2654,341829.6104,728721.6627,644987.5921,734769.905,1098332.109,1438491.699,1244226.251
SDSSJ1014+2827,He,0.6,,6269,,8,,-5.2150104,,,,,-7.9,0.3,,,-6.5,0.3,,,-6.4,0.2,,,-8.08,0.326151819,,,,,,,1704797.501,1034688.447,1280812.626,900215.3209,923146.0165,972768.7264,1907803.319,1716915.02,1912747.311,2724808.592,3434351.956,3029150.142
SDSSJ1017+3447,He,0.576,,6089,,8.004,,-4.862431949,,,,,-9.8,0.5,,,-8.6,0.5,,,-8.6,0.5,,,,,,,,,,,3782434.736,2186630.71,2772872.133,1885106.029,1933567.428,2045322.15,4295048.038,3825533.643,4295856.064,6375468.754,8242598.042,7177914.882
SDSSJ1017+2419,He,0.84,,6772,,8.409,,-6.185879334,,,,,-8.4,0.2,,,-7.3,0.2,,,-6.7,0.2,,,-8.48,0.132191709,,,,,,,196771.1979,117106.8599,145148.2855,101007.8461,103888.2197,109696.0805,220840.2778,197261.851,222577.625,320916.3943,410610.7394,359996.5318
SDSSJ1019+3535,He,0.6,,6224,,8,,-5.0371312,,,,,-8.8,0.4,,,-7.9,0.4,,,-7,0.4,,,,,,,,,,,2536202.93,1506307.367,1882858.139,1305184.778,1338665.281,1413557.893,2859981.343,2560358.622,2863028.03,4149861.476,5296380.769,4642347.006
SDSSJ1019+2045,He,0.6,,5515,,8,,-5.006972,,,,,-9.4,0.4,,,-8.2,0.5,,,-8.2,0.5,,,,,,,,,,,2831757.113,1630887.485,2058675.993,1398569.33,1440243.752,1522733.843,3212506.389,2856643.203,3226888.802,4794286.684,6236716.458,5412725.464
SDSSJ1024+4531,He,0.803,,6339,,8.356,,-6.112321216,,,,,-8.4,0.2,,,-7.6,0.2,,,-7.3,0.2,,,,,,,,,,,236615.1634,140165.478,173825.6322,120703.5398,124206.4092,131311.2279,265877.0224,237171.1516,268243.2525,388320.7677,498477.7955,435722.0734
SDSSJ1024+1014,He,0.6,,6105,,8,,-5.288084,,,-8.72,0.286592783,-7.7,0.3,,,-6.6,0.3,,,-6.1,0.3,,,-8.83,0.273194844,,,,,,,1467546.936,892137.9215,1102127.909,776754.8971,796680.1565,839521.8425,1642751.983,1477719.485,1648815.267,2341531.475,2951970.411,2604545.808
SDSSJ1032+1338,He,0.6,,5479,,8,,-5.0809904,,,,,-9.1,0.3,,,-8.1,0.3,,,-7.3,0.3,,,-8.78,0.274920809,,,,,,,2401596.268,1393310.789,1749505.048,1196090.387,1230309.564,1302509.201,2720821.182,2418889.337,2733802.901,4036007.829,5232427.265,4552353.724
SDSSJ1033+1809,He,0.743,,6147,,8.267,,-5.844234426,,,,,-8.6,0.3,,,-7.6,0.3,,,-7.7,0.3,,,,,,,,,,,431040.0067,254087.4227,316110.1016,218611.7903,224973.398,237857.4551,485067.72,432123.5794,488960.2759,710908.2936,914706.0778,798916.8438
SDSSJ1038-0036,He,0.6,,7996,,8,,-5.0039472,,,,,-7.4,0.1,,,-6.9,0.1,,,-6.3,0.1,,,-8.15,0.055594971,,,,,,,2487528.126,1560828.549,1931697.866,1382099.15,1410348.367,1476870.447,2776949.615,2526783.312,2757934.833,3828219.226,4694753.561,4205453.158
SDSSJ1038+0432,He,0.6,,6363,,8,,-5.2586272,,,,,-7.6,0.3,,,-7,0.2,,,-6.6,0.2,,,,,,,,,,,1540729.507,942472.7453,1164449.879,823021.5369,843255.534,887296.5645,1721935.184,1553024.832,1727288.176,2439967.266,3061754.748,2710331.422
SDSSJ1040+2407,He,0.686,,6023,,8.181,,-5.731160208,,,-8.9,0.3605551275,-8.1,0.2,,,-7.2,0.2,-9,0.3605551275,-6.8,0.1,,,-8.78,0.100357867,,,,,,,557824.3838,332848.2356,412083.9525,287616.9438,295576.5295,312169.7243,625462.6619,559277.0377,629951.0161,906687.6545,1158163.043,1014534.894
SDSSJ1041+3432,He,0.769,,7728,,8.301,,-5.800909952,,,,,-8,0.2,,,-6.8,0.2,,,-6.8,0.2,,,,,,,,,,,437471.9782,267160.4658,330235.9033,233384.5981,238971.5717,251507.0944,488904.7852,441015.8925,489384.5337,693659.3426,869609.525,770112.6194
SDSSJ1043+3516,He,0.657,,6069,,8.135,,-5.33365496,,,,,-9.3,0.1,-8.8,0.1414213562,-7.6,0.1,-9.34,0.144984157,-7.5,0.1,,,,,,,,,,,1335758.665,777235.0622,976252.1065,668391.3918,687008.0216,726683.7087,1510550.218,1345027.513,1517358.521,2234814.209,2888685.144,2515622.231
SDSSJ1046+1329,He,0.507,,5177,,7.895,,-4.78231584,,,,,-9.3,0.3,,,-8.2,0.5,,,-8.1,0.5,,,,,,,,,,,4753537.715,2731114.374,3453142.972,2343350.479,2409203.603,2550858.122,5395654.64,4793499.518,5414957.944,8070241.443,10495195.38,9118817.584
SDSSJ1055+3725,He,0.361,,5614,,7.605,,-4.112875872,,,,,-8.4,0.3,,,-8.2,0.5,-9.35,0.160939912,-8.2,0.2,,,,,,,,,,,19792058.96,11919062.03,14921142.57,10404424.91,10642853.4,11200403.38,22276069.28,20055988.13,22195292.05,31941226.17,40208036.36,35519960.98
SDSSJ1058+3143,He,0.675,,7173,,8.159,,-5.309123888,,,,,-9,0.1,,,-7.7,0.2,,,-7.4,0.2,,,,,,,,,,,1325489.977,792538.8493,991965.7378,689230.437,705908.7416,743677.3594,1492549.255,1340752.675,1491394.194,2156376.906,2732251.493,2405429.097
SDSSJ1102+2827,He,0.6,,6320,,8,,-5.226144,,,,,-7.8,0.4,,,-6.7,0.4,,,-6.2,0.2,,,-7.78,0.367302208,,,,,,,1658395.077,1009568.985,1249154.049,879800.0858,901787.0617,949589.7103,1855478.814,1670967.488,1860270.075,2641435.437,3323900.387,2935810.369
