wdid,name,icrsra,icrsdec,spectype,teff,logg,Dpc,V,su
* alf CMa B,Gaia EDR3 2947050466531873024,06 45 08.79,-16 43 15.36,DA,26083.0,8.61,2.67,8.44,
* omi02 Eri B,40 Eri B,04 15 21.36,-07 39 21.60,DA,17099.0,7.95,4.98,9.52,
2MASS J02230030+5544272,Gaia EDR3 457474219590579328,02 23 00.45,55 44 25.94,DA,6868.80544,8.306656,38.30,,
2MASS J02494417+3307251,Gaia EDR3 139623068897753856,02 49 44.43,33 07 29.83,DA,5715.0,7.994,35.71,,18.47
2MASS J03432310+1958133,Gaia EDR3 63126196662620416,03 43 23.21,19 58 16.19,DA,7051.78628,8.424947,20.76,,
2MASS J04325585-3557289,Gaia EDR3 4867574023826934272,04 32 56.26,-35 57 28.38,DA,5153.0,8.0,26.30,17.03,
2MASS J04332980+0414477,Gaia EDR3 3282093301842469376,04 33 29.90,04 14 40.58,DA,4900.99215,8.015474,24.30,,
2MASS J04555136+3840505,Gaia EDR3 199060743352070528,04 55 51.71,38 40 50.03,DA,4999.82762,7.992796,32.26,,
2MASS J05155350+2839169,Gaia EDR3 3422405214775411840,05 15 53.75,28 39 15.17,DAH,6391.24475,8.178033,30.06,,
2MASS J06023672+0904237,Gaia EDR3 3329569015639064192,06 02 36.82,09 04 19.67,DA,5848.68601,7.898708,37.30,,
2MASS J06322939+2230050,Gaia EDR3 3382277296672027136,06 32 29.20,22 30 02.10,DA,5369.12663,7.910026,37.19,,
2MASS J06443019+2731115,Gaia EDR3 3386162214851684864,06 44 30.00,27 31 10.67,DA,6961.0,8.388,38.58,,17.72
2MASS J06503681+1657538,Gaia EDR3 3358418684623972864,06 50 36.60,16 57 50.83,DA,5034.31886,8.026335,29.19,,
2MASS J06533021-3954292,Gaia EDR3 5564029702750970112,06 53 30.12,-39 54 25.56,DA,7100.0,8.03,24.79,15.46,
2MASS J06533533-3955335,Gaia EDR3 5564028981196462336,06 53 35.25,-39 55 29.66,DA,6360.0,8.14,24.84,16.07,
2MASS J07535663-2524016,Gaia EDR3 5602379190880667904,07 53 56.27,-25 23 58.18,DA,4975.0,7.937,17.82,16.27,
2MASS J10143597+4226228,Gaia EDR3 805470233890349440,10 14 36.16,42 26 20.40,DA,7799.0,8.458,31.26,,16.76114
2MASS J10221035+4612491,Gaia EDR3 833470465721350784,10 22 10.37,46 12 47.40,DA,7035.67,8.16132,32.95,,16.94785
2MASS J10280776-6327128,2MASS J10280776-6327128,10 28 07.76,-63 27 12.85,DAZ?,,,20.75,,
2MASS J10480182+6334487,Gaia EDR3 1055313016981775488,10 48 01.22,63 34 46.55,DA,5151.0,7.95,34.34,,19.426
2MASS J11094130+5512289,Gaia EDR3 843807902246527232,11 09 41.45,55 12 25.78,DA,7050.0,8.585,35.80,,17.83008
2MASS J11153694+0033171,Gaia EDR3 3810099989754827136,11 15 36.99,00 33 13.07,DA,4989.0,7.524,39.89,,19.522
2MASS J11505233+6831161,Gaia EDR3 1058284412796260480,11 50 52.40,68 31 15.31,DA,6709.0,8.269,17.09,15.25,16.01225
2MASS J13002125+0130453,Gaia EDR3 3690395231125833600,13 00 20.86,01 30 47.71,DA,5385.0,7.992,35.97,,19.105
2MASS J18571395+2026292,Gaia EDR3 4518917168694695168,18 57 13.92,20 26 23.59,DA+DC?,6650.0,8.296,32.61,,17.514
2MASS J19131653+2949275,Gaia EDR3 2039140284770609152,19 13 16.49,29 49 32.87,DA,6134.89114,8.120674,37.08,,
2MASS J19492350+0747318,Gaia EDR3 4298029268399256704,19 49 23.64,07 47 29.71,DA,9216.08052,8.075999,36.53,,
2MASS J20124874-4659024,Gaia EDR3 6672244029484054272,20 12 49.05,-46 59 05.84,DA8.5,5827.0,,27.76,,
2MASS J22415762+1332390,Gaia EDR3 2731866347221858432,22 41 57.70,13 32 32.81,DA,5992.0,8.258,35.69,,18.43482
2MASS J23095848+5506491,Gaia EDR3 1996725077535283200,23 09 59.29,55 06 50.20,DA,5517.44761,8.104933,16.42,,
BD-07 3632,Gaia EDR3 3630035787972473600,13 30 12.44,-08 34 37.03,DA,14714.0,8.0,16.09,12.33,
BPM 24602,Gaia EDR3 5923906524348891904,17 02 56.33,-53 14 38.92,DA,15507.0,8.07,26.69,13.47,
CD-32 5613,Gaia EDR3 5639391810273308416,08 41 31.08,-32 56 11.38,DA,9093.0,7.76,8.52,11.86,
CD-38 10980,Gaia EDR3 6018034958869558912,16 23 33.94,-39 13 46.15,DA,25954.0,7.96,12.91,11.04,
CPD-69 177,Gaia EDR3 4646535078125821568,03 10 31.14,-68 36 05.03,DA,16246.0,8.14,10.40,11.38,
EGGR 117,Gaia EDR3 4458207634145130368,16 11 25.62,13 22 09.23,DA,8529.0,8.326,22.27,15.103,15.354
EGGR 120,Gaia EDR3 1326398777041821568,16 39 27.80,33 25 14.78,DA,9816.0,7.983,30.50,14.65,15.045
EGGR 126,Gaia EDR3 4257461275049675008,18 29 09.88,-04 29 40.24,DA,9125.0,8.0,25.80,14.57,
EGGR 130,Gaia EDR3 4320094439580536320,19 13 38.69,13 36 24.47,DA,13645.8676,7.972408,33.73,14.0,
EGGR 140,Gaia EDR3 6424566979354709248,20 44 21.98,-68 05 25.01,DA,17105.0,8.59,19.57,13.25,
EGGR 155,Gaia EDR3 2836609093355562496,22 49 06.15,22 36 32.94,DA,10072.0,8.607,17.83,14.36,14.73166
EGGR 161,Gaia EDR3 2865535629374939520,23 32 04.05,26 58 46.58,DAH,9627.0,8.448,29.14,15.29,15.729
EGGR 162,Gaia EDR3 2871730307948650368,23 43 50.45,32 32 45.77,DA,12674.0,8.008,18.60,12.93,14.301
EGGR 183,Gaia EDR3 3875652014008894720,10 15 02.30,08 06 38.32,DA,6574.57359,7.931709,29.49,16.03,16.78444
EGGR 185,Gaia EDR3 4021565827014024576,11 45 56.48,31 49 26.49,DA,16053.0,8.026,31.33,13.65,13.772
EGGR 196,Gaia EDR3 4462612140287443840,16 41 36.63,15 12 27.20,DA,7363.0,7.906,31.05,15.66,16.295
EGGR 298,Gaia EDR3 1281989124439286912,14 58 06.66,29 37 19.94,DAZ,7320.32829,7.97381,28.57,15.6,16.158
EGGR 30,Gaia EDR3 46896958359881728,04 10 10.40,18 02 22.43,DA,12958.2944,7.999732,34.11,14.14,
EGGR 302,Gaia EDR3 2735175263041913088,22 09 47.38,14 29 51.13,DA,7586.00927,8.151428,27.17,15.61,16.136
EGGR 314,Gaia EDR3 452244667407804800,02 36 19.88,52 44 09.75,DA,17152.9778,8.322069,28.84,,
EGGR 324,Gaia EDR3 696261653777188864,09 33 40.86,29 11 20.48,DA,8254.22815,8.475686,29.44,15.98,16.40054
EGGR 328,Gaia EDR3 4435778215414219520,16 38 54.14,05 40 34.83,DA,8497.27083,8.524538,36.03,15.76,
EGGR 342,Gaia EDR3 1100655330324351616,06 53 26.36,64 03 35.67,DA,5857.66104,8.103207,27.90,16.65,
EGGR 353,Gaia EDR3 863131372427958912,11 45 44.09,63 05 53.64,DA,5524.0,7.928,24.01,,17.854
EGGR 360,Gaia EDR3 3725570772761744384,13 47 23.40,10 21 35.76,DA+DC?,6995.0,8.008,20.81,15.08,15.79
EGGR 370,Gaia EDR3 1638563322306634368,17 13 05.92,69 31 20.02,DA,15664.5307,7.99761,26.25,,13.434
EGGR 377,Gaia EDR3 1789361097242243584,21 02 02.53,19 12 52.80,DA,6621.69324,8.016353,32.77,16.36,
EGGR 4,Gaia EDR3 2544456862306151680,00 35 35.68,01 53 02.82,DA,10662.0,8.682,31.84,15.52,15.87
EGGR 411,Gaia EDR3 127366331745660288,02 31 41.44,27 09 53.14,DA,4801.3794,7.847769,28.16,,19.582
EGGR 419,Gaia EDR3 3292685210887016192,04 40 28.43,09 23 35.34,DA,6327.0,8.295,32.56,16.96,17.845
EGGR 421,Gaia EDR3 1114054838014073984,06 07 15.58,73 31 50.27,DA,6450.601,8.49926,32.25,,
EGGR 462,Gaia EDR3 2790494815860044544,01 04 56.23,21 19 51.98,DA,5210.15399,8.337053,32.62,17.95,19.617
EGGR 472,Gaia EDR3 25405350031335296,02 42 08.63,11 12 28.31,DAH,8299.27364,8.420949,33.89,16.18,
EGGR 476,Gaia EDR3 8578256576520320,02 59 59.66,08 11 55.22,DAH,6456.72662,7.778163,29.47,15.9,
EGGR 511,MCT 0032-1735,00 35 18.20,-17 18 51.64,DA,9840.0,8.216,33.0,14.94,
EGGR 517,Gaia EDR3 372111985092019840,01 24 22.54,40 23 56.04,DA,5227.0,8.087,27.05,17.12,18.934
EGGR 519,Gaia EDR3 303637562009656704,01 45 11.62,31 32 41.21,DA,8847.0,7.551,36.62,14.78,15.285
EGGR 52,LHS 230A,07 30 47.31,48 10 26.61,DA,4934.0,7.89,11.11,15.26,
EGGR 531,Gaia EDR3 676031052142751488,08 16 41.92,21 37 29.53,DA,6167.0,7.973,39.35,17.02,17.952
EGGR 557,MCT 2336-1842,23 38 52.89,-18 26 14.92,DA,7711.0,7.392,37.0,15.6,
EGGR 562,Gaia EDR3 2803596046661176576,00 54 46.47,22 56 08.48,DA,9619.57202,8.635248,36.53,16.09,16.517
EGGR 57,Gaia EDR3 5725503293214289280,07 55 08.88,-14 45 55.91,DA,19440.0,7.92,39.14,13.56,
EGGR 576,Gaia EDR3 1408135749896103936,17 05 31.00,48 03 09.14,DA,13545.0,8.04,39.45,13.8,14.771
EGGR 577,Gaia EDR3 1408135749896104192,17 05 30.48,48 03 11.24,DA,8742.0,7.118,39.40,14.45,14.955
EGGR 581,Gaia EDR3 6831993452567326592,21 10 50.13,-21 29 31.45,DA,5935.0,8.057,31.86,16.8,
EGGR 64,Gaia EDR3 818602457173176192,09 16 40.76,43 59 37.29,DA,8671.0,8.017,33.53,15.35,15.79781
EGGR 67,Gaia EDR3 820105214691139584,09 46 39.07,43 54 56.83,DA,13954.0,7.564,32.03,13.29,14.887
EGGR 69,Gaia EDR3 642685200933153408,09 57 48.03,24 32 50.52,DA,8521.60707,8.068733,27.56,15.08,15.37164
EGGR 7,Gaia EDR3 2552121179905893888,01 03 50.27,05 04 34.27,DA,8057.20457,7.522636,22.02,14.05,14.496
EGGR 70,Gaia EDR3 3754712881779364992,10 33 42.39,-11 41 38.79,DA,26310.0,7.92,35.72,13.0,
EGGR 75,Gaia EDR3 861050512312844672,11 07 42.36,59 58 26.99,DA,17766.0,8.089,34.49,13.74,13.79
EGGR 76,Gaia EDR3 3788194488314248832,11 07 59.89,-05 09 33.12,DA,15141.0,7.85,24.82,12.92,
EGGR 94,Gaia EDR3 1460689760003983232,12 59 46.27,27 34 05.32,DAZ,8583.43537,8.05043,32.98,15.41,15.85509
Feige 22,Gaia EDR3 2516322146457318144,02 30 16.71,05 15 50.30,DA,18372.0,7.848,26.52,12.78,12.758
G 134-22,Gaia EDR3 351429930856782464,02 16 59.27,42 57 55.90,DA,5363.05298,7.982326,20.53,16.21,
G 150-43,Gaia EDR3 1451566149955227520,13 49 44.30,27 55 22.87,DA,7243.62215,8.399323,29.99,,16.97444
G 160-51,Gaia EDR3 3189621320226676736,04 12 26.63,-11 17 47.87,DAP,7385.0,7.582,35.12,15.446,
G 233-2,Gaia EDR3 2198431172852758656,22 11 54.37,56 49 48.83,DA,16361.1414,8.052765,37.83,12.78,
G 250-27,Gaia EDR3 1100267237077449728,06 53 50.11,63 55 51.68,DA,6027.34649,8.036768,27.80,16.28,
G 274-95,Gaia EDR3 5025127443016406144,01 47 43.81,-27 11 41.54,DA,6760.0,8.003,35.35,,
GALEX J081237.8+173701,Gaia EDR3 657056745624156416,08 12 37.89,17 37 00.03,DA,16273.0,8.075,27.04,13.46,14.01
GD 1192,MCT 2333-1634,23 35 36.72,-16 17 45.93,DA,14236.0,8.09,24.0,13.57,
GD 1212,Gaia EDR3 2439184705619919488,23 38 50.77,-07 41 20.33,DA,10808.0,8.004,18.66,13.26,13.732
GD 125,Gaia EDR3 730459763934332416,10 54 43.14,27 06 56.50,DA,22580.8799,8.393396,37.75,14.12,13.86
GD 133,Gaia EDR3 3810933247769901696,11 19 12.29,02 20 33.54,DAZ,12145.6537,8.042858,38.24,14.57,14.944
GD 140,Gaia EDR3 4019458647338779648,11 37 04.92,29 47 58.09,DA,21827.0,8.549,15.69,12.49,12.29
GD 165,Gaia EDR3 1176717792385803136,14 24 38.92,09 17 11.77,DA,11908.0,8.016,33.34,14.32,15.027
GD 175,Gaia EDR3 6332763530870415488,15 05 49.09,-07 14 41.25,DAH,6640.0,8.005,26.97,15.88,
GD 178,Gaia EDR3 1276688069644366592,15 11 27.42,32 04 18.90,DA,14734.0,8.091,34.15,,14.478
GD 187,Gaia EDR3 1370654257498865536,15 40 33.15,33 08 53.85,DA,8812.0,8.06,29.56,15.03,15.518
GD 194,Gaia EDR3 1202826348825240832,15 52 26.20,18 10 20.56,DA,14734.0,8.41,36.87,14.83,15.221
GD 215,Gaia EDR3 4280632829779587072,18 43 25.58,04 20 23.93,DA,8807.06507,8.116098,24.88,16.35,
GD 219,Gaia EDR3 4319908862597055232,19 21 40.38,14 40 40.19,DA,15135.0994,8.15305,19.88,13.0,13.51
GD 25,Gaia EDR3 332820971434386432,02 16 16.13,39 51 23.86,DA,9113.62836,8.331054,20.33,14.58,
GD 262,Gaia EDR3 876571935709366272,08 09 46.37,29 20 31.06,DA,6993.975,8.073242,32.24,,16.81618
GD 279,Gaia EDR3 356922880493142016,01 52 02.97,47 00 08.60,DA,14335.4305,8.003674,16.51,12.44,
GD 283,Gaia EDR3 457817164137702784,02 35 31.09,57 15 23.97,DA,12689.6384,8.055016,26.66,13.68,
GD 309,Gaia EDR3 859082970614616448,11 26 52.72,59 19 16.23,DA,10364.0,8.633,25.43,15.13,15.44753
GD 31,Gaia EDR3 2488960249844340352,02 34 07.99,-05 11 37.86,DA,12635.0,8.554,24.01,14.24,14.568
GD 32,Gaia EDR3 133116227803380224,02 40 50.25,31 42 54.92,DA,7229.0,8.075,33.06,,16.705
GD 340,Gaia EDR3 1620030637207462912,15 09 38.67,63 32 23.89,DA,10269.9105,7.953055,34.83,14.65,
GD 348,Gaia EDR3 1641386833807056640,15 37 44.14,65 01 51.42,DA,9480.0,7.983,28.85,14.64,15.256
GD 353,Gaia EDR3 1403348682426861568,15 55 33.82,50 25 47.65,DA,6186.0,8.061,30.53,,17.528
GD 356,Gaia EDR3 1425909733315616000,16 40 56.93,53 41 06.27,DAH,7743.0,8.269,20.14,15.05,15.551
GD 393,Gaia EDR3 2169025009235266816,21 00 31.22,50 51 16.12,DA,9535.4977,8.054791,34.03,15.93,
GD 395,Gaia EDR3 1951870157081161216,21 34 24.36,36 55 18.07,DA,7365.3162,8.085983,39.44,,
GD 402,Gaia EDR3 1999615350008375552,22 18 51.38,48 39 28.29,DA,7120.16518,7.744651,39.58,16.13,
GD 419,Gaia EDR3 572487740053132288,01 41 27.65,83 35 00.19,DA,18925.3485,8.047664,27.10,,
GD 426,Gaia EDR3 466384799259137920,03 06 16.83,62 22 20.66,DA,10919.4958,8.119317,38.13,14.95,
GD 462,Gaia EDR3 1053211437944753024,10 09 36.12,63 58 36.02,DA,20305.0,8.006,39.40,13.692,13.614
GD 484,Gaia EDR3 1679365202380970880,13 01 21.52,67 13 07.79,DA,6666.0,8.256,30.81,,17.298
GD 5,Gaia EDR3 384636109728592768,00 11 22.39,42 40 37.29,DA,7070.95884,7.99424,23.43,15.23,
GD 50,Gaia EDR3 3251244858154433536,03 48 50.28,-00 58 34.90,DA,37537.0,9.093,31.04,13.99,13.396
GD 548,Gaia EDR3 2191146977029443584,21 20 42.17,58 19 21.13,DA,7979.77694,7.989925,38.76,16.0,
GD 64,Gaia EDR3 201881364339401728,04 57 22.57,41 55 53.06,DA,14150.2802,7.785325,38.11,13.976,
GD 69,Gaia EDR3 194394347281717504,05 36 20.02,41 29 56.20,DA,7384.25265,7.231709,32.15,14.78,
GD 86,Gaia EDR3 976040702520790400,07 34 27.25,48 41 12.19,DA,14244.8303,8.609585,32.51,,
GD 89,Gaia EDR3 926002203218885504,07 47 25.74,44 08 45.68,DA,14704.0,8.42,38.33,,15.038
GJ 1004,Gaia EDR3 395234439752169344,00 12 13.97,50 25 11.91,DAH,6476.2025,8.238748,10.87,14.36,
GJ 1042,Gaia EDR3 333010327952701696,02 11 22.27,39 55 13.51,DAZ,7224.0,7.97,17.17,14.526,
GJ 1052,Gaia EDR3 2495751967528809216,02 46 31.04,-02 27 31.31,DAZ,6784.0,8.156,21.46,15.53,16.267
GJ 1060 A,Gaia EDR3 5060587895604134400,03 28 49.66,-27 18 54.08,DA,9207.0,7.71,22.97,13.77,14.42
GJ 1098,Gaia EDR3 1089400763661597440,07 33 30.98,64 09 23.31,DAP,5126.4521,7.818318,19.97,16.22,
GJ 1112,Gaia EDR3 710766750855439360,08 30 39.27,32 41 38.80,DA,7487.0,8.46,22.39,15.73,16.24123
GJ 1133,Gaia EDR3 1052520154368111872,10 23 09.78,63 27 45.04,DA,6789.57711,8.03457,15.94,14.71,15.399
GJ 1201,Gaia EDR3 4452521234885949184,16 27 53.38,09 12 08.49,DA,6784.1153,8.3397,25.09,16.14,16.826
GJ 1260,Gaia EDR3 1841683423932168832,21 13 46.05,26 21 27.23,DA,8136.55652,7.529235,31.69,14.68,
GJ 1275,Gaia EDR3 1884744525522874880,22 51 24.56,29 39 46.65,DA,5612.64919,7.71443,19.98,15.55,16.80635
GJ 2076,Gaia EDR3 5242316444456199808,09 55 22.45,-71 18 10.04,DA,14730.0,7.8,30.55,13.48,
GJ 2080,Gaia EDR3 3882611201058534400,10 29 07.88,11 27 14.37,DAH,6814.0,8.25,33.76,16.65,17.34
GJ 2092,Gaia EDR3 5860131207828395648,12 26 41.93,-66 12 21.39,DA,7491.0,7.76,15.39,13.952,
GJ 2131 B,Gaia EDR3 4149820323678136192,17 45 54.62,-13 17 53.84,DA,12850.0,8.0,38.80,14.22,
GJ 2135,Gaia EDR3 4152557420406043264,18 24 04.32,-13 08 52.52,DAZ,5930.0,7.97,19.06,15.56,
GJ 2139,Gaia EDR3 4107012041007171456,18 42 57.49,-11 08 57.20,DA,10260.0,8.3,24.15,,
GJ 2145,Gaia EDR3 4320303621677848832,19 14 35.88,14 28 19.56,DA,6729.35155,8.125833,39.12,16.03,
GJ 2147,Gaia EDR3 6749419923164242816,20 10 56.43,-30 13 10.62,DA,16041.0,7.95,16.21,12.24,
GJ 2152,Gaia EDR3 1739921801713625600,21 13 29.27,07 27 06.07,DA,6289.27737,7.912154,29.38,16.12,17.03
GJ 261,Gaia EDR3 3052844272764398208,07 01 54.77,-06 28 00.43,DA,6430.0,8.0,20.70,15.44,
GJ 3016,Gaia EDR3 2418116963320446720,00 14 12.19,-13 11 12.53,DAH,5855.0,8.217,18.56,15.87,
GJ 3064,Gaia EDR3 2472557872820632320,00 55 50.25,-11 27 24.50,DA,6970.0,7.977,22.44,15.25,
GJ 3112,Gaia EDR3 4698424845771339520,01 43 00.07,-67 18 46.65,DAZ,6380.0,7.97,9.72,13.82,
GJ 3162,Gaia EDR3 5146358426863612160,02 32 37.95,-14 12 02.68,DA,5465.0,8.034,16.67,15.77,
GJ 3182,Gaia EDR3 453562088496088320,02 48 35.65,54 23 16.30,DAZ,4928.61299,8.008612,10.87,15.34,
GJ 3223,Gaia EDR3 3261591090771914240,03 25 11.30,-01 49 28.95,DAZH,5280.0,8.123,16.93,16.13,
GJ 3259,Gaia EDR3 3301319572621418368,04 00 26.29,08 14 00.62,DA,5426.59,7.916668,18.60,15.887,
GJ 3288,Gaia EDR3 3283853143218651264,04 26 21.37,04 32 21.50,DA,4776.52268,8.114023,21.25,17.14,
GJ 3329,Gaia EDR3 2982808337003815040,05 05 52.65,-17 22 32.86,DAH,5390.0,7.909,19.35,15.97,
GJ 3339,Gaia EDR3 3242153305741855744,05 14 03.27,08 00 10.24,DA,6569.01099,8.312111,21.46,15.87,
GJ 3392,Gaia EDR3 3324181683539044224,06 20 48.33,06 45 16.91,DA,5806.45229,8.129185,24.02,16.37,17.576
GJ 3410,Gaia EDR3 3126453655659835136,06 47 21.71,02 31 09.31,DA,7093.75038,8.593266,18.09,15.67,
GJ 3420,Gaia EDR3 890661253803216896,07 00 52.11,31 57 34.30,DA,4821.77874,7.874488,19.62,16.593,
GJ 3565,Gaia EDR3 3820383996887145088,09 43 46.56,-07 03 55.64,DA,5975.0,7.955,28.76,16.43,
GJ 3710,Gaia EDR3 1575357587146077056,12 11 30.09,57 24 11.34,DAZ,5797.73619,7.972117,19.97,15.79,16.953
GJ 3768,Gaia EDR3 1726678630833373824,13 08 43.84,85 02 24.15,DAP,5240.77366,8.073061,16.47,15.99,
GJ 4012,Gaia EDR3 5921433963191695872,17 37 00.55,-54 26 03.88,DA,6542.0,8.35,20.24,15.8,
GJ 4054,Gaia EDR3 2158285185808357504,18 21 20.16,61 00 56.21,DA,4795.80262,7.751312,13.71,15.67,
GJ 4165,Gaia EDR3 1871118140493076224,20 49 06.92,37 28 16.42,DAP,14709.7569,8.303838,17.59,13.0,
GJ 4166,Gaia EDR3 1844125748497557632,20 50 20.16,26 30 35.95,DA,4894.98772,7.26646,19.14,15.61,17.699
GJ 4191,Gaia EDR3 6462911897617050240,21 19 37.35,-55 50 17.52,DA6,9736.0,7.96,25.06,14.28,
GJ 4236,Gaia EDR3 2679976510857026048,21 54 06.46,-01 17 13.71,DA,6626.0,7.061,25.52,14.515,15.176
GJ 4365,Gaia EDR3 2867032958053059200,23 49 54.96,29 33 56.00,DA,5917.0,7.932,20.95,15.72,16.877
GJ 699.1,Gaia EDR3 1711005951573009792,17 49 37.96,82 47 19.10,DA,7202.84088,7.877595,16.35,14.309,
GJ 742,Gaia EDR3 2262849634963004416,19 00 10.53,70 39 59.50,DAP,12144.405,8.641193,12.88,13.23,
GJ 772,Gaia EDR3 4235280071072332672,19 56 28.76,-01 02 43.97,DA,7752.0,8.175,11.57,13.698,14.258
GJ 799.1,Gaia EDR3 6857939315643803776,20 42 35.16,-20 04 37.47,DA,17872.0,7.837,21.77,12.4,
GJ 820.1,Gaia EDR3 6348672845649310464,21 13 18.84,-81 49 18.96,DA,9797.0,8.27,16.18,13.62,
GJ 838.4,Gaia EDR3 2693940725141960192,21 52 25.40,02 23 14.77,DA,17753.0,8.065,22.56,12.74,13.845
Gaia DR2 1039163458912998272,Gaia EDR3 1039163458912998272,09 25 43.02,61 20 13.63,DA,8160.0,7.894,27.46,,15.456
Gaia DR2 1040160612880069888,Gaia EDR3 1040160612880069888,09 13 53.94,62 05 58.49,DA,5647.29447,8.061719,31.38,,18.299
Gaia DR2 1042071701528617728,Gaia EDR3 1042071701528617728,08 45 16.88,61 17 03.79,DAH,5821.5467,8.085139,34.98,,18.278
Gaia DR2 1042071701528617856,Gaia EDR3 1042071701528617856,08 45 15.56,61 17 04.67,DA,5465.66433,8.015126,35.00,,18.849
Gaia DR2 1066726497434084864,Gaia EDR3 1066726497434084864,09 54 46.83,67 02 05.53,DA,5699.7806,8.201954,25.50,,18.002
Gaia DR2 1115546944012493696,Gaia EDR3 1115546944012493696,06 49 26.94,75 21 24.76,DAH,6440.42457,8.209052,37.93,,
Gaia DR2 1140292479690791296,Gaia EDR3 1140292483988569856,07 03 56.70,78 05 02.78,DA,5341.15345,7.857719,24.09,16.46,
Gaia DR2 1146403741412820864,Gaia EDR3 1146403741412820864,10 22 01.37,82 43 07.01,DA,5490.0,8.32,39.82,,
Gaia DR2 1282448170543051520,Gaia EDR3 1282448170543051520,14 45 28.02,29 21 24.40,DA,5350.13876,7.940245,38.42,,19.216
Gaia DR2 131188715200383872,Gaia EDR3 131188715200383872,02 31 16.90,28 59 39.63,DA,6979.20363,7.667974,27.87,15.1,
Gaia DR2 1348795004265872000,Gaia EDR3 1348795004265872000,17 34 04.31,44 23 02.01,DA,4998.41662,7.986189,37.47,,19.854
Gaia DR2 1385719147346936064,Gaia EDR3 1385719147346936064,16 13 30.42,44 28 00.23,DA,5281.89703,7.997404,30.34,,24.635
Gaia DR2 143076256963396480,Gaia EDR3 143076256963396480,02 53 28.34,37 59 57.29,DA,6481.23144,7.923893,37.03,,
Gaia DR2 1647162396588999552,Gaia EDR3 1647162396588999552,16 06 06.27,70 22 26.51,DA,6286.72597,7.969628,35.85,,
Gaia DR2 1703379704562897280,Gaia EDR3 1703379704562897280,16 34 11.97,75 58 59.93,DA,9915.0,7.634,33.49,,15.201
Gaia DR2 1797472370615364992,Gaia EDR3 1797472370615364992,21 33 43.62,24 14 54.75,DA,6315.18149,8.378516,35.05,,18.121
Gaia DR2 1900382604528495744,Gaia EDR3 1900382604528495744,22 07 51.86,34 28 45.28,DA,10068.6603,8.012143,39.75,15.11,
Gaia DR2 190802650815160960,Gaia EDR3 190802650815160960,05 30 25.95,39 39 15.18,DA,5451.77196,7.920136,33.86,,
Gaia DR2 1989342372349280384,Gaia EDR3 1989342372349280384,22 57 25.41,51 30 05.60,DA,7210.67954,8.405425,36.56,,
Gaia DR2 2018864362679341824,Gaia EDR3 2018864362679341824,19 23 59.28,21 41 02.33,DA,8749.21237,7.545423,35.46,,
Gaia DR2 2024985481361040384,Gaia EDR3 2024985481361040384,19 36 18.57,26 32 55.73,DA,24380.2707,8.529566,30.14,,
Gaia DR2 2064689567732385792,Gaia EDR3 2064689567732385792,20 33 21.91,39 54 08.14,DA,5927.51562,8.388378,20.75,16.35,17.503
Gaia DR2 2078430778727685632,Gaia EDR3 2078430778727685632,19 51 18.99,42 09 39.30,DA,5053.61249,8.017583,38.42,,
Gaia DR2 2080526555267049984,Gaia EDR3 2080526555267049984,19 45 29.62,46 50 00.41,DA,4847.88556,7.900849,28.76,,
Gaia DR2 2118649750133781376,Gaia EDR3 2118649750133781376,18 31 58.83,46 58 29.57,DA,7378.42513,8.015813,23.32,,
Gaia DR2 2127566548919332608,Gaia EDR3 2127566548919332608,19 26 26.86,46 20 15.94,DA,8132.78169,8.214128,33.66,15.96,
Gaia DR2 2142307563871222912,Gaia EDR3 2142307563871222912,19 27 25.00,56 44 56.48,DA,6533.42551,8.35934,31.79,,
Gaia DR2 2149253075743572224,Gaia EDR3 2149253075743572224,18 21 47.23,55 09 07.45,DA,4887.55385,7.859318,30.94,,
Gaia DR2 2199371701965748992,Gaia EDR3 2199371701965748992,22 00 52.63,58 22 01.90,DA,5379.04866,7.937614,38.04,,
Gaia DR2 2202703050401536000,Gaia EDR3 2202703050401536000,21 51 39.93,59 17 34.55,DAH,5095.37478,7.979122,8.46,,
Gaia DR2 232990572675079296,Gaia EDR3 232990572675079296,04 21 29.45,46 07 56.12,DA,7786.73958,7.991321,26.56,15.17,
Gaia DR2 2407167579853954688,Gaia EDR3 2407167579853954688,23 15 30.59,-14 40 06.63,DA,8827.0,8.385,28.87,15.13,
Gaia DR2 244214799689691904,Gaia EDR3 244214799689691904,03 55 56.53,45 25 06.05,DA,5061.60534,7.904663,31.47,,
Gaia DR2 2484544095751034496,Gaia EDR3 2484544095751034496,01 37 05.02,-02 07 38.87,DA,7260.0,8.31,35.73,,17.152
Gaia DR2 2502097283492466560,Gaia EDR3 2502097283492466560,02 35 51.34,01 18 44.85,DA:,6770.0,8.002,33.04,,16.978
Gaia DR2 2516606022320239104,Gaia EDR3 2516606022320239104,02 21 57.86,04 45 19.21,DA,7252.0,8.085,39.45,,17.045
Gaia DR2 2524879812959998592,J010338.56-052251.96,01 03 38.64,-05 22 49.41,DAH:,9040.0,9.34,29.05,,17.657
Gaia DR2 2531326283993100416,Gaia EDR3 2531326283993100416,01 04 16.48,-03 50 26.59,DA,5280.0,8.29,35.59,17.55,19.772
Gaia DR2 2568588664341691520,Gaia EDR3 2568588664341691520,01 42 58.14,07 30 45.77,DA,5495.37115,8.009099,39.80,,19.002
